Counting, fetching started
50705, spack:llvm, cpp
50706, spack:gloo, cpp
50707, spack:openexr, cpp
50708, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50709, spack:llvm, cpp
50710, spack:ninja-phylogeny, cpp
50711, spack:llvm, cpp
50712, spack:llvm, cpp
50713, spack:nsimd, cpp
50714, spack:llvm, cpp
50715, spack:vtk, cpp
50716, spack:openfst, cpp
50717, spack:llvm-amdgpu, cpp
50718, spack:magics, cpp
50719, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50720, spack:llvm, cpp
50721, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50722, spack:systemc, cpp
50723, spack:intel-tbb, cpp
50724, spack:llvm-amdgpu, cpp
50725, spack:llvm, cpp
50726, spack:vtk, cpp
50727, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50728, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50729, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50730, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50731, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50732, spack:vtk, cpp
50733, spack:llvm-amdgpu, cpp
50734, spack:papyrus, cpp
50735, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50736, spack:py-grpcio, cpp
50737, spack:helics, cpp
50738, spack:qt-declarative, cpp
50739, spack:llvm, cpp
50740, spack:adios2, cpp
50741, spack:arbor, cpp
50742, spack:coin3d, cpp
50743, spack:itk, cpp
50744, spack:coin3d, cpp
50745, spack:llvm, cpp
50746, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50747, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50748, spack:llvm-amdgpu, cpp
50749, spack:llvm, cpp
50750, spack:mgard, cpp
50751, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50752, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50753, spack:sst-elements, cpp
50754, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50755, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50756, spack:llvm, cpp
50757, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50758, spack:sst-core, cpp
50759, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50760, spack:assimp, cpp
50761, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50762, spack:qt-declarative, cpp
50763, spack:exempi, cpp
50764, spack:onednn, cpp
50765, spack:llvm, cpp
50766, spack:qt-base, cpp
50767, spack:libecpint, cpp
50768, spack:rkcommon, cpp
50769, spack:openexr, cpp
50770, spack:llvm-amdgpu, cpp
50771, spack:qt-declarative, cpp
50772, spack:amr-wind, cpp
50773, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50774, spack:py-scikit-learn, cpp
50775, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50776, spack:itk, cpp
50777, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50778, spack:sst-elements, cpp
50779, spack:onednn, cpp
50780, spack:llvm, cpp
50781, spack:itk, cpp
50782, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50783, spack:adios2, cpp
50784, spack:vtk, cpp
50785, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50786, spack:lapackpp, cpp
50787, spack:parallel-hashmap, cpp
50788, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50789, spack:vtk, cpp
50790, spack:llvm, cpp
50791, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50792, spack:ceres-solver, cpp
50793, spack:vtk, cpp
50794, spack:proj, cpp
50795, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50796, spack:eckit, cpp
50797, spack:z3, cpp
50798, spack:vtk, cpp
50799, spack:vtk, cpp
50800, spack:ecflow, cpp
50801, spack:py-grpcio, cpp
50802, spack:llvm, cpp
50803, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50804, spack:itk, cpp
50805, spack:vtk, cpp
50806, spack:duckdb, cpp
50807, spack:coin3d, cpp
50808, spack:llvm, cpp
50809, spack:proj, cpp
50810, spack:llvm, cpp
50811, spack:vtk, cpp
50812, spack:llvm, cpp
50813, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50814, spack:llvm, cpp
50815, spack:vtk, cpp
50816, spack:eckit, cpp
50817, spack:xalan-c, cpp
50818, spack:z3, cpp
50819, spack:pangolin, cpp
50820, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50821, spack:vtk, cpp
50822, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50823, spack:vtk, cpp
50824, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50825, spack:llvm, cpp
50826, spack:qt-base, cpp
50827, spack:qt-base, cpp
50828, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50829, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50830, spack:phist, cpp
50831, spack:llvm, cpp
50832, spack:vtk, cpp
50833, spack:onednn, cpp
50834, spack:vtk, cpp
50835, spack:xalan-c, cpp
50836, spack:llvm, cpp
50837, spack:hipsycl, cpp
50838, spack:simde, cpp
50839, spack:py-grpcio, cpp
50840, spack:intel-tbb, cpp
50841, spack:llvm, cpp
50842, spack:openimagedenoise, cpp
50843, spack:llvm, cpp
50844, spack:quo-vadis, cpp
50845, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50846, spack:llvm, cpp
50847, spack:vtk, cpp
50848, spack:llvm, cpp
50849, spack:vtk, cpp
50850, spack:llvm, cpp
50851, spack:llvm, cpp
50852, spack:llvm, cpp
50853, spack:muparserx, cpp
50854, spack:onednn, cpp
50855, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50856, spack:capnproto, cpp
50857, spack:llvm, cpp
50858, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50859, spack:star, cpp
50860, spack:vtk, cpp
50861, spack:sst-elements, cpp
50862, spack:llvm, cpp
50863, spack:vtk, cpp
50864, spack:llvm, cpp
50865, spack:xerces-c, cpp
50866, spack:vtk, cpp
50867, spack:llvm, cpp
50868, spack:elemental, cpp
50869, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50870, spack:vtk, cpp
50871, spack:vtk, cpp
50872, spack:assimp, cpp
50873, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50874, spack:llvm, cpp
50875, spack:llvm, cpp
50876, spack:vtk, cpp
50877, spack:llvm-amdgpu, cpp
50878, spack:magics, cpp
50879, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50880, spack:elemental, cpp
50881, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50882, spack:llvm, cpp
50883, spack:simde, cpp
50884, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50885, spack:vtk, cpp
50886, spack:hip, cpp
50887, spack:imath, cpp
50888, spack:llvm, cpp
50889, spack:botan, cpp
50890, spack:vtk, cpp
50891, spack:llvm, cpp
50892, spack:llvm, cpp
50893, spack:elemental, cpp
50894, spack:abseil-cpp, cpp
50895, spack:llvm, cpp
50896, spack:proj, cpp
50897, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50898, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50899, spack:vtk, cpp
50900, spack:vtk, cpp
50901, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50902, spack:openfst, cpp
50903, spack:pumi, cpp
50904, spack:capnproto, cpp
50905, spack:vtk, cpp
50906, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50907, spack:llvm-amdgpu, cpp
50908, spack:openexr, cpp
50909, spack:ompt-openmp, cpp
50910, spack:vtk, cpp
50911, spack:pangolin, cpp
50912, spack:llvm, cpp
50913, spack:llvm, cpp
50914, spack:vtk, cpp
50915, spack:llvm, cpp
50916, spack:ppopen-at, cpp
50917, spack:mold, cpp
50918, spack:rocm-opencl, cpp
50919, spack:llvm, cpp
50920, spack:llvm-amdgpu, cpp
50921, spack:llvm-amdgpu, cpp
50922, spack:llvm, cpp
50923, spack:llvm, cpp
50924, spack:llvm, cpp
50925, spack:simde, cpp
50926, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50927, spack:llvm, cpp
50928, spack:axom, cpp
50929, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50930, spack:mlpack, cpp
50931, spack:fenics-basix, cpp
50932, spack:simde, cpp
50933, spack:vtk, cpp
50934, spack:vtk, cpp
50935, spack:vtk, cpp
50936, spack:coin3d, cpp
50937, spack:vtk, cpp
50938, spack:qt-declarative, cpp
50939, spack:llvm, cpp
50940, spack:llvm, cpp
50941, spack:llvm, cpp
50942, spack:vtk, cpp
50943, spack:llvm-openmp, cpp
50944, spack:sst-elements, cpp
50945, spack:star, cpp
50946, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50947, spack:llvm, cpp
50948, spack:adios2, cpp
50949, spack:qt-declarative, cpp
50950, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50951, spack:axom, cpp
50952, spack:chemfiles, cpp
50953, spack:llvm, cpp
50954, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50955, spack:axom, cpp
50956, spack:vtk, cpp
50957, spack:llvm-amdgpu, cpp
50958, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50959, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50960, spack:llvm-amdgpu, cpp
50961, spack:palisade-development, cpp
50962, spack:mgard, cpp
50963, spack:mold, cpp
50964, spack:vtk-m, cpp
50965, spack:llvm, cpp
50966, spack:vtk, cpp
50967, spack:vtk, cpp
50968, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50969, spack:llvm-amdgpu, cpp
50970, spack:pangolin, cpp
50971, spack:duckdb, cpp
50972, spack:vtk, cpp
50973, spack:llvm, cpp
50974, spack:openfst, cpp
50975, spack:llvm, cpp
50976, spack:llvm, cpp
50977, spack:vtk, cpp
50978, spack:task, cpp
50979, spack:lapackpp, cpp
50980, spack:miopen-opencl, cpp
50981, spack:coin3d, cpp
50982, spack:proj, cpp
50983, spack:slate, cpp
50984, spack:llvm-amdgpu, cpp
50985, spack:ompt-openmp, cpp
50986, spack:rocm-opencl, cpp
50987, spack:lapackpp, cpp
50988, spack:llvm-amdgpu, cpp
50989, spack:qt-declarative, cpp
50990, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50991, spack:llvm-amdgpu, cpp
50992, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50993, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50994, spack:ftxui, cpp
50995, spack:llvm, cpp
50996, spack:llvm, cpp
50997, spack:z3, cpp
50998, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
50999, spack:qt-declarative, cpp
51000, spack:botan, cpp
51001, spack:llvm, cpp
51002, spack:duckdb, cpp
51003, spack:llvm, cpp
51004, spack:vtk, cpp
51005, spack:helics, cpp
51006, spack:slate, cpp
51007, spack:blaspp, cpp
51008, spack:py-scipy, cpp
51009, spack:ftxui, cpp
51010, spack:botan, cpp
51011, spack:vtk, cpp
51012, spack:llvm-amdgpu, cpp
51013, spack:proj, cpp
51014, spack:ninja, cpp
51015, spack:llvm-amdgpu, cpp
51016, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51017, spack:botan, cpp
51018, spack:vtk-m, cpp
51019, spack:mold, cpp
51020, spack:cpr, cpp
51021, spack:folly, cpp
51022, spack:vtk-m, cpp
51023, spack:llvm, cpp
51024, spack:xalan-c, cpp
51025, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51026, spack:eckit, cpp
51027, spack:llvm, cpp
51028, spack:llvm-amdgpu, cpp
51029, spack:vtk, cpp
51030, spack:vtk, cpp
51031, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51032, spack:llvm-amdgpu, cpp
51033, spack:llvm, cpp
51034, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51035, spack:openexr, cpp
51036, spack:llvm, cpp
51037, spack:llvm, cpp
51038, spack:coin3d, cpp
51039, spack:intel-tbb, cpp
51040, spack:hip, cpp
51041, spack:llvm-amdgpu, cpp
51042, spack:systemc, cpp
51043, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51044, spack:lapackpp, cpp
51045, spack:qt-declarative, cpp
51046, spack:py-grpcio, cpp
51047, spack:universal, cpp
51048, spack:duckdb, cpp
51049, spack:llvm, cpp
51050, spack:qt-base, cpp
51051, spack:vtk, cpp
51052, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51053, spack:llvm, cpp
51054, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51055, spack:llvm, cpp
51056, spack:axom, cpp
51057, spack:raja, cpp
51058, spack:arbor, cpp
51059, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51060, spack:simde, cpp
51061, spack:llvm-amdgpu, cpp
51062, spack:itk, cpp
51063, spack:llvm, cpp
51064, spack:qt-declarative, cpp
51065, spack:vtk, cpp
51066, spack:vtk, cpp
51067, spack:vtk, cpp
51068, spack:py-grpcio, cpp
51069, spack:simde, cpp
51070, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51071, spack:llvm-amdgpu, cpp
51072, spack:openimagedenoise, cpp
51073, spack:llvm, cpp
51074, spack:proj, cpp
51075, spack:helics, cpp
51076, spack:vtk, cpp
51077, spack:kokkos-kernels, cpp
51078, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51079, spack:vtk, cpp
51080, spack:pumi, cpp
51081, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51082, spack:llvm, cpp
51083, spack:llvm, cpp
51084, spack:micromamba, cpp
51085, spack:vtk, cpp
51086, spack:vtk, cpp
51087, spack:vtk, cpp
51088, spack:simde, cpp
51089, spack:exaca, cpp
51090, spack:llvm, cpp
51091, spack:eckit, cpp
51092, spack:llvm-amdgpu, cpp
51093, spack:amr-wind, cpp
51094, spack:vtk, cpp
51095, spack:cpr, cpp
51096, spack:llvm-amdgpu, cpp
51097, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51098, spack:xalan-c, cpp
51099, spack:llvm, cpp
51100, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51101, spack:llvm, cpp
51102, spack:llvm, cpp
51103, spack:z3, cpp
51104, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51105, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51106, spack:predixy, cpp
51107, spack:coin3d, cpp
51108, spack:lapackpp, cpp
51109, spack:llvm, cpp
51110, spack:mgard, cpp
51111, spack:vtk, cpp
51112, spack:openexr, cpp
51113, spack:llvm-amdgpu, cpp
51114, spack:libnetworkit, cpp
51115, spack:vtk, cpp
51116, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51117, spack:eckit, cpp
51118, spack:llvm, cpp
51119, spack:adios2, cpp
51120, spack:llvm, cpp
51121, spack:onednn, cpp
51122, spack:embree, cpp
51123, spack:mgard, cpp
51124, spack:vtk, cpp
51125, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51126, spack:coin3d, cpp
51127, spack:llvm-openmp, cpp
51128, spack:slate, cpp
51129, spack:vtk, cpp
51130, spack:symengine, cpp
51131, spack:llvm, cpp
51132, spack:llvm, cpp
51133, spack:vtk, cpp
51134, spack:llvm, cpp
51135, spack:vtk, cpp
51136, spack:llvm-amdgpu, cpp
51137, spack:llvm, cpp
51138, spack:vtk, cpp
51139, spack:mgard, cpp
51140, spack:lapackpp, cpp
51141, spack:vtk, cpp
51142, spack:abseil-cpp, cpp
51143, spack:llvm, cpp
51144, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51145, spack:amr-wind, cpp
51146, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51147, spack:micromamba, cpp
51148, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51149, spack:vtk, cpp
51150, spack:qt-declarative, cpp
51151, spack:faodel, cpp
51152, spack:universal, cpp
51153, spack:aws-sdk-cpp, cpp
51154, spack:llvm, cpp
51155, spack:simde, cpp
51156, spack:su2, cpp
51157, spack:llvm, cpp
51158, spack:llvm-amdgpu, cpp
51159, spack:llvm, cpp
51160, spack:openvkl, cpp
51161, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51162, spack:xerces-c, cpp
51163, spack:itk, cpp
51164, spack:llvm, cpp
51165, spack:magics, cpp
51166, spack:simde, cpp
51167, spack:vtk, cpp
51168, spack:amr-wind, cpp
51169, spack:botan, cpp
51170, spack:llvm, cpp
51171, spack:simde, cpp
51172, spack:eprosima-fastdds, cpp
51173, spack:onednn, cpp
51174, spack:z3, cpp
51175, spack:vtk, cpp
51176, spack:coin3d, cpp
51177, spack:proj, cpp
51178, spack:simde, cpp
51179, spack:qt-declarative, cpp
51180, spack:llvm-amdgpu, cpp
51181, spack:amr-wind, cpp
51182, spack:flann, cpp
51183, spack:vtk, cpp
51184, spack:llvm-amdgpu, cpp
51185, spack:assimp, cpp
51186, spack:llvm, cpp
51187, spack:eckit, cpp
51188, spack:ninja-phylogeny, cpp
51189, spack:llvm, cpp
51190, spack:openexr, cpp
51191, spack:magics, cpp
51192, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51193, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51194, spack:py-scipy, cpp
51195, spack:qt-base, cpp
51196, spack:vtk, cpp
51197, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51198, spack:llvm, cpp
51199, spack:llvm-amdgpu, cpp
51200, spack:helics, cpp
51201, spack:vtk, cpp
51202, spack:llvm, cpp
51203, spack:vtk, cpp
51204, spack:llvm, cpp
51205, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51206, spack:palisade-development, cpp
51207, spack:vtk, cpp
51208, spack:demuxlet, cpp
51209, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51210, spack:llvm, cpp
51211, spack:llvm, cpp
51212, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51213, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51214, spack:vtk, cpp
51215, spack:vtk, cpp
51216, spack:onednn, cpp
51217, spack:llvm, cpp
51218, spack:llvm, cpp
51219, spack:tclap, cpp
51220, spack:botan, cpp
51221, spack:lwtnn, cpp
51222, spack:vtk, cpp
51223, spack:llvm, cpp
51224, spack:ceres-solver, cpp
51225, spack:vtk, cpp
51226, spack:xalan-c, cpp
51227, spack:vtk, cpp
51228, spack:kokkos-kernels, cpp
51229, spack:treelite, cpp
51230, spack:py-onnx, cpp
51231, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51232, spack:proj, cpp
51233, spack:star, cpp
51234, spack:coin3d, cpp
51235, spack:coin3d, cpp
51236, spack:costa, cpp
51237, spack:llvm-amdgpu, cpp
51238, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51239, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51240, spack:vtk, cpp
51241, spack:coin3d, cpp
51242, spack:freebayes, cpp
51243, spack:timemory, cpp
51244, spack:llvm, cpp
51245, spack:ndzip, cpp
51246, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51247, spack:edm4hep, cpp
51248, spack:vtk, cpp
51249, spack:heffte, cpp
51250, spack:llvm, cpp
51251, spack:llvm, cpp
51252, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51253, spack:llvm-amdgpu, cpp
51254, spack:slate, cpp
51255, spack:xerces-c, cpp
51256, spack:ecflow, cpp
51257, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51258, spack:coin3d, cpp
51259, spack:vtk, cpp
51260, spack:vtk, cpp
51261, spack:llvm, cpp
51262, spack:scine-utilities, cpp
51263, spack:libnetworkit, cpp
51264, spack:itk, cpp
51265, spack:amr-wind, cpp
51266, spack:vtk, cpp
51267, spack:vtk, cpp
51268, spack:vtk, cpp
51269, spack:qt-declarative, cpp
51270, spack:llvm-amdgpu, cpp
51271, spack:llvm-amdgpu, cpp
51272, spack:su2, cpp
51273, spack:qt-declarative, cpp
51274, spack:libnetworkit, cpp
51275, spack:arbor, cpp
51276, spack:veloc, cpp
51277, spack:ceres-solver, cpp
51278, spack:adios2, cpp
51279, spack:duckdb, cpp
51280, spack:ecflow, cpp
51281, spack:tkrzw, cpp
51282, spack:xerces-c, cpp
51283, spack:coin3d, cpp
51284, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51285, spack:qt-base, cpp
51286, spack:llvm, cpp
51287, spack:llvm, cpp
51288, spack:ninja, cpp
51289, spack:bloaty, cpp
51290, spack:edm4hep, cpp
51291, spack:vtk, cpp
51292, spack:qt-declarative, cpp
51293, spack:z3, cpp
51294, spack:eprosima-fastdds, cpp
51295, spack:lcio, cpp
51296, spack:chemfiles, cpp
51297, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51298, spack:llvm-amdgpu, cpp
51299, spack:z3, cpp
51300, spack:llvm-amdgpu, cpp
51301, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51302, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51303, spack:bamtools, cpp
51304, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51305, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51306, spack:scine-utilities, cpp
51307, spack:llvm, cpp
51308, spack:llvm, cpp
51309, spack:vtk, cpp
51310, spack:llvm, cpp
51311, spack:z3, cpp
51312, spack:vtk, cpp
51313, spack:llvm, cpp
51314, spack:libnetworkit, cpp
51315, spack:qt-declarative, cpp
51316, spack:su2, cpp
51317, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51318, spack:itk, cpp
51319, spack:helics, cpp
51320, spack:qt-declarative, cpp
51321, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51322, spack:itk, cpp
51323, spack:duckdb, cpp
51324, spack:vtk, cpp
51325, spack:vtk, cpp
51326, spack:vc, cpp
51327, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51328, spack:llvm, cpp
51329, spack:llvm, cpp
51330, spack:eckit, cpp
51331, spack:xgboost, cpp
51332, spack:vtk, cpp
51333, spack:llvm, cpp
51334, spack:vtk, cpp
51335, spack:qt-base, cpp
51336, spack:llvm, cpp
51337, spack:phist, cpp
51338, spack:vtk, cpp
51339, spack:magics, cpp
51340, spack:predixy, cpp
51341, spack:llvm, cpp
51342, spack:predixy, cpp
51343, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51344, spack:py-grpcio, cpp
51345, spack:llvm-amdgpu, cpp
51346, spack:vtk, cpp
51347, spack:llvm, cpp
51348, spack:llvm, cpp
51349, spack:vtk, cpp
51350, spack:vtk, cpp
51351, spack:vtk, cpp
51352, spack:llvm, cpp
51353, spack:llvm, cpp
51354, spack:llvm, cpp
51355, spack:capnproto, cpp
51356, spack:vtk, cpp
51357, spack:rocm-opencl, cpp
51358, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51359, spack:hip, cpp
51360, spack:proj, cpp
51361, spack:star, cpp
51362, spack:itk, cpp
51363, spack:llvm, cpp
51364, spack:vtk, cpp
51365, spack:llvm, cpp
51366, spack:amr-wind, cpp
51367, spack:duckdb, cpp
51368, spack:qt-declarative, cpp
51369, spack:universal, cpp
51370, spack:vtk, cpp
51371, spack:simde, cpp
51372, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51373, spack:lapackpp, cpp
51374, spack:systemc, cpp
51375, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51376, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51377, spack:llvm, cpp
51378, spack:qt-base, cpp
51379, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51380, spack:xerces-c, cpp
51381, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
51382, spack:axom, cpp
51383, spack:elemental, cpp
51384, spack:libnetworkit, cpp
51385, spack:onednn, cpp
